label,model,base,concurrency,served,errors,wall_s,req_per_s,tokens_per_s,lat_p50_ms,lat_p95_ms,lat_p99_ms,lat_mean_ms,in_tokens,out_tokens,gpu_util_avg_pct
local-openai-validation,gpt-4o-mini,https://api.openai.com/v1,4,12,0,5.09,2.36,127.27,1398.00,2276.00,2276.00,1416.25,318,648,0.00
