NAMESPACE                 LAST SEEN   TYPE      REASON                    OBJECT                                                             MESSAGE
legal                     5m7s        Normal    Created                   pod/contract-review-795d8c9dbf-sgtzg                               Container created
rh                        5m6s        Normal    Created                   pod/chatbot-rh-689c9d7d97-4kcrj                                    Container created
rh                        5m6s        Normal    Started                   pod/chatbot-rh-689c9d7d97-4kcrj                                    Container started
rh                        5m6s        Normal    Started                   pod/chatbot-rh-689c9d7d97-4kcrj                                    Container started
rh                        5m6s        Normal    Pulled                    pod/chatbot-rh-689c9d7d97-4kcrj                                    Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
finance                   5m5s        Normal    Created                   pod/risk-assistant-7bd4478ddd-ltmvj                                Container created
finance                   5m5s        Normal    Started                   pod/risk-assistant-7bd4478ddd-ltmvj                                Container started
finance                   5m5s        Normal    Pulled                    pod/risk-assistant-7bd4478ddd-ltmvj                                Successfully pulled image "curlimages/curl:8.10.1" in 1.508s (6.154s including waiting). Image size: 9414401 bytes.
finance                   5m5s        Normal    Created                   pod/risk-assistant-7bd4478ddd-ltmvj                                Container created
finance                   5m5s        Normal    Pulled                    pod/risk-assistant-7bd4478ddd-ltmvj                                Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
marketing                 5m4s        Normal    Pulled                    pod/content-writer-755f88f97b-z5bbr                                Successfully pulled image "curlimages/curl:8.10.1" in 1.618s (6.501s including waiting). Image size: 9414401 bytes.
marketing                 5m4s        Normal    Created                   pod/content-writer-755f88f97b-z5bbr                                Container created
finance                   5m4s        Normal    Started                   pod/risk-assistant-7bd4478ddd-ltmvj                                Container started
marketing                 5m3s        Normal    Created                   pod/content-writer-755f88f97b-z5bbr                                Container created
marketing                 5m3s        Normal    Started                   pod/content-writer-755f88f97b-z5bbr                                Container started
marketing                 5m3s        Normal    Started                   pod/content-writer-755f88f97b-z5bbr                                Container started
marketing                 5m3s        Normal    Pulled                    pod/content-writer-755f88f97b-z5bbr                                Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   5m2s        Normal    SuccessfulCreate          job/quality-eval-finance-risk-assistant-quality-2302e1b186         Created pod: quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn
default                   5m2s        Normal    SuccessfulCreate          job/quality-eval-rh-chatbot-quality-7147801f44                     Created pod: quality-eval-rh-chatbot-quality-7147801f44-fmftb
default                   5m2s        Normal    Scheduled                 pod/quality-eval-rh-chatbot-quality-7147801f44-fmftb               Successfully assigned default/quality-eval-rh-chatbot-quality-7147801f44-fmftb to greenops-control-plane
default                   5m2s        Normal    SuccessfulCreate          job/quality-eval-marketing-content-quality-600753fc0e              Created pod: quality-eval-marketing-content-quality-600753fc0e-phrqh
default                   5m2s        Normal    Scheduled                 pod/quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn   Successfully assigned default/quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn to greenops-control-plane
default                   5m2s        Normal    SuccessfulCreate          job/quality-eval-legal-contract-quality-1120797a7e                 Created pod: quality-eval-legal-contract-quality-1120797a7e-7jttl
default                   5m2s        Normal    Scheduled                 pod/quality-eval-legal-contract-quality-1120797a7e-7jttl           Successfully assigned default/quality-eval-legal-contract-quality-1120797a7e-7jttl to greenops-control-plane
default                   5m2s        Normal    Scheduled                 pod/quality-eval-marketing-content-quality-600753fc0e-phrqh        Successfully assigned default/quality-eval-marketing-content-quality-600753fc0e-phrqh to greenops-control-plane
default                   5m1s        Normal    Pulled                    pod/quality-eval-marketing-content-quality-600753fc0e-phrqh        Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   5m1s        Normal    Created                   pod/quality-eval-legal-contract-quality-1120797a7e-7jttl           Container created
default                   5m1s        Normal    Created                   pod/quality-eval-rh-chatbot-quality-7147801f44-fmftb               Container created
default                   5m1s        Normal    Pulled                    pod/quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn   Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   5m1s        Normal    Created                   pod/quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn   Container created
default                   5m1s        Normal    Pulled                    pod/quality-eval-rh-chatbot-quality-7147801f44-fmftb               Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   5m1s        Normal    Created                   pod/quality-eval-marketing-content-quality-600753fc0e-phrqh        Container created
default                   5m1s        Normal    Pulled                    pod/quality-eval-legal-contract-quality-1120797a7e-7jttl           Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   5m          Normal    Started                   pod/quality-eval-legal-contract-quality-1120797a7e-7jttl           Container started
default                   5m          Normal    Started                   pod/quality-eval-marketing-content-quality-600753fc0e-phrqh        Container started
default                   5m          Normal    Started                   pod/quality-eval-finance-risk-assistant-quality-2302e1b186-gtlvn   Container started
default                   5m          Normal    Started                   pod/quality-eval-rh-chatbot-quality-7147801f44-fmftb               Container started
default                   4m57s       Warning   BackoffLimitExceeded      job/quality-eval-legal-contract-quality-1120797a7e                 Job has reached the specified backoff limit
default                   4m57s       Warning   BackoffLimitExceeded      job/quality-eval-finance-risk-assistant-quality-2302e1b186         Job has reached the specified backoff limit
default                   4m57s       Warning   BackoffLimitExceeded      job/quality-eval-marketing-content-quality-600753fc0e              Job has reached the specified backoff limit
default                   4m57s       Warning   BackoffLimitExceeded      job/quality-eval-rh-chatbot-quality-7147801f44                     Job has reached the specified backoff limit
default                   2s          Warning   QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate pending for legal/contract-review: 13 missing/insufficient signal(s)
default                   2s          Warning   QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate pending for marketing/content-writer: 13 missing/insufficient signal(s)
default                   2s          Warning   QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate pending for rh/chatbot-rh: 13 missing/insufficient signal(s)
default                   2s          Warning   QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate pending for finance/risk-assistant: 13 missing/insufficient signal(s)
