timestamp,env,nodes_count,pods_count,scheduled,makespan_ms,throughput_pods_per_s,status,reason,raw_log_path
2026-07-05T14:51:47Z,kwok-scheduler-only,100,100,0,0,0,NOT_EXECUTED,kwok_cluster_manifest_not_present,
2026-07-05T14:51:47Z,kwok-scheduler-only,500,500,0,0,0,NOT_EXECUTED,kwok_cluster_manifest_not_present,
