NAMESPACE                 LAST SEEN   TYPE      REASON                    OBJECT                                                             MESSAGE
greenops-system           6m29s       Normal    Pulled                    pod/demo-prometheus-7fc44f9f78-h9vsn                               Successfully pulled image "prom/prometheus:v2.55.1" in 15.663s (15.663s including waiting). Image size: 114286128 bytes.
greenops-system           6m28s       Normal    Started                   pod/demo-prometheus-7fc44f9f78-h9vsn                               Container started
greenops-system           6m28s       Normal    Created                   pod/demo-prometheus-7fc44f9f78-h9vsn                               Container created
kube-system               6m22s       Normal    ScalingReplicaSet         deployment/tetragon-operator                                       Scaled up replica set tetragon-operator-7c9f964ff5 from 0 to 1
kube-system               6m22s       Normal    SuccessfulCreate          daemonset/tetragon                                                 Created pod: tetragon-pvmjr
kube-system               6m22s       Normal    Scheduled                 pod/tetragon-operator-7c9f964ff5-54hlw                             Successfully assigned kube-system/tetragon-operator-7c9f964ff5-54hlw to greenops-control-plane
kube-system               6m22s       Normal    Pulling                   pod/tetragon-pvmjr                                                 Pulling image "quay.io/cilium/hubble-export-stdout:v1.1.1"
kube-system               6m22s       Normal    Scheduled                 pod/tetragon-pvmjr                                                 Successfully assigned kube-system/tetragon-pvmjr to greenops-control-plane
kube-system               6m22s       Normal    SuccessfulCreate          replicaset/tetragon-operator-7c9f964ff5                            Created pod: tetragon-operator-7c9f964ff5-54hlw
kube-system               6m21s       Normal    Pulling                   pod/tetragon-operator-7c9f964ff5-54hlw                             Pulling image "quay.io/cilium/tetragon-operator:v1.7.0"
kube-system               6m18s       Normal    Pulled                    pod/tetragon-pvmjr                                                 Successfully pulled image "quay.io/cilium/hubble-export-stdout:v1.1.1" in 3.837s (3.837s including waiting). Image size: 1527921 bytes.
kube-system               6m18s       Normal    Created                   pod/tetragon-pvmjr                                                 Container created
kube-system               6m17s       Normal    Started                   pod/tetragon-pvmjr                                                 Container started
kube-system               6m17s       Normal    Pulling                   pod/tetragon-pvmjr                                                 Pulling image "quay.io/cilium/tetragon:v1.7.0"
kube-system               6m14s       Normal    Started                   pod/tetragon-operator-7c9f964ff5-54hlw                             Container started
kube-system               6m14s       Normal    Created                   pod/tetragon-operator-7c9f964ff5-54hlw                             Container created
kube-system               6m14s       Normal    Pulled                    pod/tetragon-operator-7c9f964ff5-54hlw                             Successfully pulled image "quay.io/cilium/tetragon-operator:v1.7.0" in 3.82s (7.574s including waiting). Image size: 16250700 bytes.
kube-system               6m3s        Normal    Started                   pod/tetragon-pvmjr                                                 Container started
kube-system               6m3s        Normal    Created                   pod/tetragon-pvmjr                                                 Container created
kube-system               6m3s        Normal    Pulled                    pod/tetragon-pvmjr                                                 Successfully pulled image "quay.io/cilium/tetragon:v1.7.0" in 9.73s (13.27s including waiting). Image size: 87873656 bytes.
finance                   6m1s        Normal    SuccessfulCreate          replicaset/shadow-ai-rogue-8489765678                              Created pod: shadow-ai-rogue-8489765678-q52vf
finance                   6m1s        Normal    Scheduled                 pod/shadow-ai-rogue-8489765678-q52vf                               Successfully assigned finance/shadow-ai-rogue-8489765678-q52vf to greenops-control-plane
finance                   6m1s        Normal    ScalingReplicaSet         deployment/shadow-ai-rogue                                         Scaled up replica set shadow-ai-rogue-8489765678 from 0 to 1
finance                   5m58s       Normal    Pulled                    pod/shadow-ai-rogue-8489765678-q52vf                               Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
finance                   5m57s       Normal    Created                   pod/shadow-ai-rogue-8489765678-q52vf                               Container created
finance                   5m55s       Normal    Started                   pod/shadow-ai-rogue-8489765678-q52vf                               Container started
default                   5m44s       Normal    ReportGenerated           aifinopsreport/ai-report-all                                       Total cost 0.01 EUR over 26 requests
default                   4m15s       Normal    Scheduled                 pod/gateway-metrics-check-1782192016199634202                      Successfully assigned default/gateway-metrics-check-1782192016199634202 to greenops-control-plane
default                   4m14s       Normal    Created                   pod/gateway-metrics-check-1782192016199634202                      Container created
default                   4m14s       Normal    Pulled                    pod/gateway-metrics-check-1782192016199634202                      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   4m14s       Normal    Started                   pod/gateway-metrics-check-1782192016199634202                      Container started
default                   4m5s        Normal    Scheduled                 pod/metrics-scrape                                                 Successfully assigned default/metrics-scrape to greenops-control-plane
default                   4m4s        Normal    Pulled                    pod/metrics-scrape                                                 Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   4m4s        Normal    Created                   pod/metrics-scrape                                                 Container created
default                   4m4s        Normal    Started                   pod/metrics-scrape                                                 Container started
default                   4m1s        Normal    Scheduled                 pod/operator-metrics-scrape                                        Successfully assigned default/operator-metrics-scrape to greenops-control-plane
default                   4m1s        Normal    Created                   pod/operator-metrics-scrape                                        Container created
default                   4m1s        Normal    Pulled                    pod/operator-metrics-scrape                                        Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   4m          Normal    Started                   pod/operator-metrics-scrape                                        Container started
default                   3m38s       Normal    Scheduled                 pod/gateway-metrics-debug-1782192053566572531                      Successfully assigned default/gateway-metrics-debug-1782192053566572531 to greenops-control-plane
default                   3m37s       Normal    Created                   pod/gateway-metrics-debug-1782192053566572531                      Container created
default                   3m37s       Normal    Pulled                    pod/gateway-metrics-debug-1782192053566572531                      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   3m37s       Normal    Started                   pod/gateway-metrics-debug-1782192053566572531                      Container started
default                   3m29s       Normal    QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate passed for rh/chatbot-rh: candidate "gpt-france-mini" can be considered safe
default                   3m29s       Normal    QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate passed for finance/risk-assistant: candidate "mistral-large-latest" can be considered safe
default                   3m29s       Normal    QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate passed for legal/contract-review: candidate "mistral-large-latest" can be considered safe
default                   3m29s       Normal    QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate passed for marketing/content-writer: candidate "mistral-large-latest" can be considered safe
default                   3m22s       Normal    Scheduled                 pod/gateway-metrics-debug-1782192069707939066                      Successfully assigned default/gateway-metrics-debug-1782192069707939066 to greenops-control-plane
default                   3m21s       Normal    Pulled                    pod/gateway-metrics-debug-1782192069707939066                      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   3m21s       Normal    Created                   pod/gateway-metrics-debug-1782192069707939066                      Container created
default                   3m21s       Normal    Started                   pod/gateway-metrics-debug-1782192069707939066                      Container started
default                   2m40s       Normal    ReportGenerated           aifinopsreport/ai-report-all                                       Total cost 0.01 EUR over 28 requests
default                   2m39s       Warning   ShadowAI                  aisovereigntypolicy/regulated-france-policy                        Shadow-AI: finance/rogue-script connected directly to "api.openai.com" (openai) in FORBIDDEN zone US, bypassing the gateway.
envoy-gateway-system      2m23s       Normal    Created                   pod/eg-gateway-helm-certgen-bn5tn                                  Container created
envoy-gateway-system      2m23s       Normal    Pulled                    pod/eg-gateway-helm-certgen-bn5tn                                  Container image "docker.io/envoyproxy/gateway:v1.5.0" already present on machine and can be accessed by the pod
envoy-gateway-system      2m23s       Normal    SuccessfulCreate          job/eg-gateway-helm-certgen                                        Created pod: eg-gateway-helm-certgen-bn5tn
envoy-gateway-system      2m23s       Normal    Scheduled                 pod/eg-gateway-helm-certgen-bn5tn                                  Successfully assigned envoy-gateway-system/eg-gateway-helm-certgen-bn5tn to greenops-control-plane
envoy-gateway-system      2m22s       Normal    Started                   pod/eg-gateway-helm-certgen-bn5tn                                  Container started
envoy-gateway-system      2m17s       Normal    Completed                 job/eg-gateway-helm-certgen                                        Job completed
default                   2m2s        Normal    Reconciled                aigateway/main-gateway                                             Governs 0 namespace(s) via aigw telemetry
default                   115s        Normal    SuccessfulCreate          job/quality-eval-legal-contract-quality-9e98125221                 Created pod: quality-eval-legal-contract-quality-9e98125221-7xhhp
default                   115s        Normal    SuccessfulCreate          job/quality-eval-rh-chatbot-quality-61ad01862b                     Created pod: quality-eval-rh-chatbot-quality-61ad01862b-8d8rq
default                   115s        Normal    SuccessfulCreate          job/quality-eval-marketing-content-quality-549dedd88f              Created pod: quality-eval-marketing-content-quality-549dedd88f-9966t
default                   115s        Normal    Scheduled                 pod/quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j   Successfully assigned default/quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j to greenops-control-plane
default                   115s        Normal    SuccessfulCreate          job/quality-eval-finance-risk-assistant-quality-3ab0bae23b         Created pod: quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j
default                   115s        Normal    Scheduled                 pod/quality-eval-rh-chatbot-quality-61ad01862b-8d8rq               Successfully assigned default/quality-eval-rh-chatbot-quality-61ad01862b-8d8rq to greenops-control-plane
default                   115s        Normal    Scheduled                 pod/quality-eval-legal-contract-quality-9e98125221-7xhhp           Successfully assigned default/quality-eval-legal-contract-quality-9e98125221-7xhhp to greenops-control-plane
default                   115s        Normal    Scheduled                 pod/quality-eval-marketing-content-quality-549dedd88f-9966t        Successfully assigned default/quality-eval-marketing-content-quality-549dedd88f-9966t to greenops-control-plane
default                   114s        Normal    Created                   pod/quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j   Container created
default                   114s        Normal    Pulled                    pod/quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j   Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   114s        Normal    Started                   pod/quality-eval-finance-risk-assistant-quality-3ab0bae23b-25l8j   Container started
default                   114s        Normal    Pulled                    pod/quality-eval-rh-chatbot-quality-61ad01862b-8d8rq               Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   114s        Normal    Pulled                    pod/quality-eval-legal-contract-quality-9e98125221-7xhhp           Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   114s        Normal    Pulled                    pod/quality-eval-marketing-content-quality-549dedd88f-9966t        Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   114s        Normal    Created                   pod/quality-eval-legal-contract-quality-9e98125221-7xhhp           Container created
default                   114s        Normal    Created                   pod/quality-eval-rh-chatbot-quality-61ad01862b-8d8rq               Container created
default                   114s        Normal    Created                   pod/quality-eval-marketing-content-quality-549dedd88f-9966t        Container created
default                   113s        Normal    Started                   pod/quality-eval-rh-chatbot-quality-61ad01862b-8d8rq               Container started
default                   113s        Normal    Started                   pod/quality-eval-marketing-content-quality-549dedd88f-9966t        Container started
default                   113s        Normal    Started                   pod/quality-eval-legal-contract-quality-9e98125221-7xhhp           Container started
default                   109s        Normal    Completed                 job/quality-eval-rh-chatbot-quality-61ad01862b                     Job completed
default                   109s        Warning   QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate pending for rh/chatbot-rh: 8 missing/insufficient signal(s)
default                   107s        Warning   QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate pending for finance/risk-assistant: 8 missing/insufficient signal(s)
default                   107s        Normal    Completed                 job/quality-eval-finance-risk-assistant-quality-3ab0bae23b         Job completed
default                   106s        Warning   QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate pending for marketing/content-writer: 8 missing/insufficient signal(s)
default                   106s        Normal    Completed                 job/quality-eval-marketing-content-quality-549dedd88f              Job completed
default                   106s        Warning   QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate pending for legal/contract-review: 8 missing/insufficient signal(s)
default                   106s        Normal    Completed                 job/quality-eval-legal-contract-quality-9e98125221                 Job completed
default                   29s         Warning   ShadowAI                  aisovereigntypolicy/regulated-france-policy                        Shadow-AI: finance/rogue-script connected directly to "api.openai.com" (openai) in FORBIDDEN zone US, bypassing the gateway.
default                   29s         Normal    ReportGenerated           aifinopsreport/ai-report-all                                       Total cost 0.01 EUR over 36 requests
default                   18s         Normal    Scheduled                 pod/gateway-metrics-check-1782192253495013469                      Successfully assigned default/gateway-metrics-check-1782192253495013469 to greenops-control-plane
default                   17s         Normal    Pulled                    pod/gateway-metrics-check-1782192253495013469                      Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   17s         Normal    Started                   pod/gateway-metrics-check-1782192253495013469                      Container started
default                   17s         Normal    Created                   pod/gateway-metrics-check-1782192253495013469                      Container created
default                   14s         Normal    Scheduled                 pod/operator-metrics-check-1782192257205537036                     Successfully assigned default/operator-metrics-check-1782192257205537036 to greenops-control-plane
default                   13s         Normal    Created                   pod/operator-metrics-check-1782192257205537036                     Container created
default                   13s         Normal    Pulled                    pod/operator-metrics-check-1782192257205537036                     Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   13s         Normal    Started                   pod/operator-metrics-check-1782192257205537036                     Container started
default                   10s         Normal    QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate passed for finance/risk-assistant: candidate "mistral-large-latest" can be considered safe
default                   10s         Normal    QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate passed for legal/contract-review: candidate "mistral-large-latest" can be considered safe
default                   10s         Normal    QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate passed for rh/chatbot-rh: candidate "gpt-france-mini" can be considered safe
default                   10s         Normal    QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate passed for marketing/content-writer: candidate "mistral-large-latest" can be considered safe
default                   4s          Normal    Created                   pod/operator-metrics-check-1782192266977770589                     Container created
default                   4s          Normal    Scheduled                 pod/operator-metrics-check-1782192266977770589                     Successfully assigned default/operator-metrics-check-1782192266977770589 to greenops-control-plane
default                   4s          Normal    Pulled                    pod/operator-metrics-check-1782192266977770589                     Container image "curlimages/curl:8.10.1" already present on machine and can be accessed by the pod
default                   3s          Normal    Started                   pod/operator-metrics-check-1782192266977770589                     Container started
