NAMESPACE                 LAST SEEN   TYPE      REASON                    OBJECT                                                             MESSAGE
kube-system               11m         Normal    Started                   pod/kube-proxy-4vvz2                                               Container started
kube-system               11m         Normal    Created                   pod/kindnet-f28kf                                                  Container created
kube-system               11m         Normal    Started                   pod/kindnet-f28kf                                                  Container started
kube-system               11m         Normal    Scheduled                 pod/coredns-7d764666f9-qxbnl                                       Successfully assigned kube-system/coredns-7d764666f9-qxbnl to greenops-control-plane
default                   11m         Normal    NodeReady                 node/greenops-control-plane                                        Node greenops-control-plane status is now: NodeReady
local-path-storage        11m         Normal    Scheduled                 pod/local-path-provisioner-67b8995b4b-4rpln                        Successfully assigned local-path-storage/local-path-provisioner-67b8995b4b-4rpln to greenops-control-plane
kube-system               11m         Normal    Scheduled                 pod/coredns-7d764666f9-chtdj                                       Successfully assigned kube-system/coredns-7d764666f9-chtdj to greenops-control-plane
kube-system               11m         Normal    Pulled                    pod/coredns-7d764666f9-chtdj                                       Container image "registry.k8s.io/coredns/coredns:v1.13.1" already present on machine and can be accessed by the pod
local-path-storage        11m         Normal    Pulled                    pod/local-path-provisioner-67b8995b4b-4rpln                        Container image "docker.io/kindest/local-path-provisioner:v20251212-v0.29.0-alpha-105-g20ccfc88" already present on machine and can be accessed by the pod
kube-system               11m         Normal    Pulled                    pod/coredns-7d764666f9-qxbnl                                       Container image "registry.k8s.io/coredns/coredns:v1.13.1" already present on machine and can be accessed by the pod
kube-system               11m         Normal    Started                   pod/coredns-7d764666f9-qxbnl                                       Container started
kube-system               11m         Normal    Created                   pod/coredns-7d764666f9-qxbnl                                       Container created
kube-system               11m         Normal    Started                   pod/coredns-7d764666f9-chtdj                                       Container started
kube-system               11m         Normal    Created                   pod/coredns-7d764666f9-chtdj                                       Container created
local-path-storage        11m         Normal    Started                   pod/local-path-provisioner-67b8995b4b-4rpln                        Container started
local-path-storage        11m         Normal    Created                   pod/local-path-provisioner-67b8995b4b-4rpln                        Container created
greenops-system           10m         Normal    ScalingReplicaSet         deployment/greenops-ai-sovereign-finops-operator                   Scaled up replica set greenops-ai-sovereign-finops-operator-f6b676fb4 from 0 to 1
greenops-system           10m         Normal    SuccessfulCreate          replicaset/greenops-ai-sovereign-finops-operator-f6b676fb4         Created pod: greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c
greenops-system           10m         Normal    Scheduled                 pod/greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c          Successfully assigned greenops-system/greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c to greenops-control-plane
greenops-system           10m         Normal    Started                   pod/greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c          Container started
greenops-system           10m         Normal    Created                   pod/greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c          Container created
greenops-system           10m         Normal    Pulled                    pod/greenops-ai-sovereign-finops-operator-f6b676fb4-frs9c          Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
envoy-gateway-system      9m36s       Normal    SuccessfulCreate          job/eg-gateway-helm-certgen                                        Created pod: eg-gateway-helm-certgen-dgcp9
envoy-gateway-system      9m36s       Normal    Pulling                   pod/eg-gateway-helm-certgen-dgcp9                                  Pulling image "docker.io/envoyproxy/gateway:v1.5.0"
envoy-gateway-system      9m36s       Normal    Scheduled                 pod/eg-gateway-helm-certgen-dgcp9                                  Successfully assigned envoy-gateway-system/eg-gateway-helm-certgen-dgcp9 to greenops-control-plane
envoy-gateway-system      9m25s       Normal    Started                   pod/eg-gateway-helm-certgen-dgcp9                                  Container started
envoy-gateway-system      9m25s       Normal    Pulled                    pod/eg-gateway-helm-certgen-dgcp9                                  Successfully pulled image "docker.io/envoyproxy/gateway:v1.5.0" in 10.591s (10.591s including waiting). Image size: 74229543 bytes.
envoy-gateway-system      9m25s       Normal    Created                   pod/eg-gateway-helm-certgen-dgcp9                                  Container created
envoy-gateway-system      9m19s       Normal    Scheduled                 pod/envoy-gateway-6b9486fbbc-5w8cz                                 Successfully assigned envoy-gateway-system/envoy-gateway-6b9486fbbc-5w8cz to greenops-control-plane
envoy-gateway-system      9m19s       Normal    ScalingReplicaSet         deployment/envoy-gateway                                           Scaled up replica set envoy-gateway-6b9486fbbc from 0 to 1
envoy-gateway-system      9m19s       Normal    SuccessfulCreate          replicaset/envoy-gateway-6b9486fbbc                                Created pod: envoy-gateway-6b9486fbbc-5w8cz
envoy-gateway-system      9m19s       Normal    Completed                 job/eg-gateway-helm-certgen                                        Job completed
envoy-gateway-system      9m18s       Normal    Started                   pod/envoy-gateway-6b9486fbbc-5w8cz                                 Container started
envoy-gateway-system      9m18s       Normal    Pulled                    pod/envoy-gateway-6b9486fbbc-5w8cz                                 Container image "docker.io/envoyproxy/gateway:v1.5.0" already present on machine and can be accessed by the pod
envoy-gateway-system      9m18s       Normal    Created                   pod/envoy-gateway-6b9486fbbc-5w8cz                                 Container created
envoy-gateway-system      9m17s       Normal    LeaderElection            lease/5b9825d2.gateway.envoyproxy.io                               envoy-gateway-6b9486fbbc-5w8cz_df7afc99-0695-4653-afdf-632a56961d3b became leader
envoy-ai-gateway-system   8m57s       Normal    ScalingReplicaSet         deployment/ai-gateway-controller                                   Scaled up replica set ai-gateway-controller-897c74ddb from 0 to 1
envoy-ai-gateway-system   8m57s       Normal    SuccessfulCreate          replicaset/ai-gateway-controller-897c74ddb                         Created pod: ai-gateway-controller-897c74ddb-zw8nw
envoy-ai-gateway-system   8m57s       Normal    Pulling                   pod/ai-gateway-controller-897c74ddb-zw8nw                          Pulling image "docker.io/envoyproxy/ai-gateway-controller:v0.7.0"
envoy-ai-gateway-system   8m57s       Normal    Scheduled                 pod/ai-gateway-controller-897c74ddb-zw8nw                          Successfully assigned envoy-ai-gateway-system/ai-gateway-controller-897c74ddb-zw8nw to greenops-control-plane
envoy-ai-gateway-system   8m43s       Normal    Pulled                    pod/ai-gateway-controller-897c74ddb-zw8nw                          Successfully pulled image "docker.io/envoyproxy/ai-gateway-controller:v0.7.0" in 12.959s (12.959s including waiting). Image size: 45438281 bytes.
envoy-ai-gateway-system   8m43s       Normal    Created                   pod/ai-gateway-controller-897c74ddb-zw8nw                          Container created
envoy-ai-gateway-system   8m43s       Normal    Started                   pod/ai-gateway-controller-897c74ddb-zw8nw                          Container started
envoy-ai-gateway-system   8m41s       Normal    LeaderElection            lease/envoy-ai-gateway-controller                                  ai-gateway-controller-897c74ddb-zw8nw_e7c2df61-3264-4ce9-b512-ec86ee99c299 became leader
envoy-gateway-system      8m36s       Normal    ScalingReplicaSet         deployment/envoy-default-greenops-aigw-dac3126f                    Scaled up replica set envoy-default-greenops-aigw-dac3126f-5496985bff from 0 to 1
envoy-gateway-system      8m36s       Normal    Scheduled                 pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Successfully assigned envoy-gateway-system/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm to greenops-control-plane
envoy-gateway-system      8m36s       Normal    ScalingReplicaSet         deployment/envoy-default-greenops-aigw-dac3126f                    Scaled up replica set envoy-default-greenops-aigw-dac3126f-54f887cbf5 from 0 to 1
envoy-gateway-system      8m36s       Normal    SuccessfulCreate          replicaset/envoy-default-greenops-aigw-dac3126f-54f887cbf5         Created pod: envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l
envoy-gateway-system      8m36s       Normal    Scheduled                 pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Successfully assigned envoy-gateway-system/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l to greenops-control-plane
envoy-gateway-system      8m36s       Normal    SuccessfulCreate          replicaset/envoy-default-greenops-aigw-dac3126f-5496985bff         Created pod: envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm
envoy-gateway-system      8m35s       Normal    Pulling                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Pulling image "docker.io/envoyproxy/ai-gateway-extproc:v0.7.0"
envoy-gateway-system      8m35s       Normal    Pulling                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Pulling image "docker.io/envoyproxy/envoy:distroless-v1.35.0"
envoy-gateway-system      8m28s       Normal    Started                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container started
envoy-gateway-system      8m28s       Normal    Created                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container created
envoy-gateway-system      8m28s       Normal    Pulled                    pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Successfully pulled image "docker.io/envoyproxy/ai-gateway-extproc:v0.7.0" in 6.99s (6.99s including waiting). Image size: 35535143 bytes.
envoy-gateway-system      8m27s       Normal    Pulling                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Pulling image "docker.io/envoyproxy/envoy:distroless-v1.35.0"
envoy-gateway-system      8m22s       Normal    Pulled                    pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Successfully pulled image "docker.io/envoyproxy/envoy:distroless-v1.35.0" in 6.524s (13.508s including waiting). Image size: 36688109 bytes.
envoy-gateway-system      8m22s       Normal    Created                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Container created
envoy-gateway-system      8m21s       Normal    Started                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Container started
envoy-gateway-system      8m21s       Normal    Started                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Container started
envoy-gateway-system      8m21s       Normal    Created                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Container created
envoy-gateway-system      8m21s       Normal    Pulled                    pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Container image "docker.io/envoyproxy/gateway:v1.5.0" already present on machine and can be accessed by the pod
envoy-gateway-system      8m20s       Normal    Pulled                    pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Successfully pulled image "docker.io/envoyproxy/envoy:distroless-v1.35.0" in 1.468s (6.911s including waiting). Image size: 36688109 bytes.
envoy-gateway-system      8m20s       Normal    Started                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container started
envoy-gateway-system      8m20s       Normal    Created                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container created
envoy-gateway-system      8m20s       Normal    Started                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container started
envoy-gateway-system      8m20s       Normal    Pulled                    pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container image "docker.io/envoyproxy/gateway:v1.5.0" already present on machine and can be accessed by the pod
envoy-gateway-system      8m20s       Normal    Created                   pod/envoy-default-greenops-aigw-dac3126f-5496985bff-6g7fm          Container created
envoy-gateway-system      8m14s       Normal    ScalingReplicaSet         deployment/envoy-default-greenops-aigw-dac3126f                    Scaled down replica set envoy-default-greenops-aigw-dac3126f-54f887cbf5 from 1 to 0
default                   8m14s       Normal    Reconciled                aigateway/main-gateway                                             Governs 0 namespace(s) via aigw telemetry
envoy-gateway-system      8m14s       Normal    SuccessfulDelete          replicaset/envoy-default-greenops-aigw-dac3126f-54f887cbf5         Deleted pod: envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l
envoy-gateway-system      8m12s       Normal    Killing                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Stopping container envoy
envoy-gateway-system      8m12s       Normal    Killing                   pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Stopping container shutdown-manager
legal                     8m12s       Normal    ScalingReplicaSet         deployment/contract-review                                         Scaled up replica set contract-review-795d8c9dbf from 0 to 1
rh                        8m12s       Normal    Scheduled                 pod/chatbot-rh-689c9d7d97-4572s                                    Successfully assigned rh/chatbot-rh-689c9d7d97-4572s to greenops-control-plane
legal                     8m12s       Normal    Scheduled                 pod/contract-review-795d8c9dbf-55vd4                               Successfully assigned legal/contract-review-795d8c9dbf-55vd4 to greenops-control-plane
rh                        8m12s       Normal    SuccessfulCreate          replicaset/chatbot-rh-689c9d7d97                                   Created pod: chatbot-rh-689c9d7d97-4572s
legal                     8m12s       Normal    SuccessfulCreate          replicaset/contract-review-795d8c9dbf                              Created pod: contract-review-795d8c9dbf-55vd4
rh                        8m12s       Normal    ScalingReplicaSet         deployment/chatbot-rh                                              Scaled up replica set chatbot-rh-689c9d7d97 from 0 to 1
legal                     8m11s       Normal    Pulling                   pod/contract-review-795d8c9dbf-55vd4                               Pulling image "curlimages/curl:8.10.1"
rh                        8m11s       Normal    Pulling                   pod/chatbot-rh-689c9d7d97-4572s                                    Pulling image "curlimages/curl:8.10.1"
finance                   8m9s        Normal    Scheduled                 pod/risk-assistant-7bd4478ddd-llqx9                                Successfully assigned finance/risk-assistant-7bd4478ddd-llqx9 to greenops-control-plane
finance                   8m9s        Normal    SuccessfulCreate          replicaset/risk-assistant-7bd4478ddd                               Created pod: risk-assistant-7bd4478ddd-llqx9
finance                   8m9s        Normal    ScalingReplicaSet         deployment/risk-assistant                                          Scaled up replica set risk-assistant-7bd4478ddd from 0 to 1
finance                   8m8s        Normal    Pulling                   pod/risk-assistant-7bd4478ddd-llqx9                                Pulling image "curlimages/curl:8.10.1"
marketing                 8m7s        Normal    SuccessfulCreate          replicaset/content-writer-755f88f97b                               Created pod: content-writer-755f88f97b-27dhl
marketing                 8m7s        Normal    ScalingReplicaSet         deployment/content-writer                                          Scaled up replica set content-writer-755f88f97b from 0 to 1
marketing                 8m7s        Normal    Scheduled                 pod/content-writer-755f88f97b-27dhl                                Successfully assigned marketing/content-writer-755f88f97b-27dhl to greenops-control-plane
marketing                 8m7s        Normal    Pulling                   pod/content-writer-755f88f97b-27dhl                                Pulling image "curlimages/curl:8.10.1"
rh                        8m6s        Normal    Pulled                    pod/chatbot-rh-689c9d7d97-4572s                                    Successfully pulled image "curlimages/curl:8.10.1" in 5.459s (5.459s including waiting). Image size: 9414401 bytes.
rh                        8m6s        Normal    Created                   pod/chatbot-rh-689c9d7d97-4572s                                    Container created
rh                        8m5s        Normal    Pulled                    pod/chatbot-rh-689c9d7d97-4572s                                    Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
legal                     8m5s        Normal    Pulled                    pod/contract-review-795d8c9dbf-55vd4                               Successfully pulled image "curlimages/curl:8.10.1" in 1.43s (6.846s including waiting). Image size: 9414401 bytes.
rh                        8m5s        Normal    Started                   pod/chatbot-rh-689c9d7d97-4572s                                    Container started
rh                        8m5s        Normal    Created                   pod/chatbot-rh-689c9d7d97-4572s                                    Container created
rh                        8m5s        Normal    Started                   pod/chatbot-rh-689c9d7d97-4572s                                    Container started
legal                     8m4s        Normal    Started                   pod/contract-review-795d8c9dbf-55vd4                               Container started
legal                     8m4s        Normal    Created                   pod/contract-review-795d8c9dbf-55vd4                               Container created
legal                     8m4s        Normal    Pulled                    pod/contract-review-795d8c9dbf-55vd4                               Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
legal                     8m4s        Normal    Started                   pod/contract-review-795d8c9dbf-55vd4                               Container started
legal                     8m4s        Normal    Created                   pod/contract-review-795d8c9dbf-55vd4                               Container created
envoy-gateway-system      8m4s        Warning   Unhealthy                 pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          Readiness probe failed: HTTP probe failed with statuscode: 503
finance                   8m3s        Normal    Pulled                    pod/risk-assistant-7bd4478ddd-llqx9                                Successfully pulled image "curlimages/curl:8.10.1" in 1.646s (5.329s including waiting). Image size: 9414401 bytes.
finance                   8m3s        Normal    Created                   pod/risk-assistant-7bd4478ddd-llqx9                                Container created
finance                   8m2s        Normal    Started                   pod/risk-assistant-7bd4478ddd-llqx9                                Container started
finance                   8m2s        Normal    Created                   pod/risk-assistant-7bd4478ddd-llqx9                                Container created
finance                   8m2s        Normal    Pulled                    pod/risk-assistant-7bd4478ddd-llqx9                                Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
marketing                 8m2s        Normal    Pulled                    pod/content-writer-755f88f97b-27dhl                                Successfully pulled image "curlimages/curl:8.10.1" in 1.375s (5.234s including waiting). Image size: 9414401 bytes.
finance                   8m2s        Normal    Started                   pod/risk-assistant-7bd4478ddd-llqx9                                Container started
marketing                 8m1s        Normal    Created                   pod/content-writer-755f88f97b-27dhl                                Container created
marketing                 8m1s        Normal    Started                   pod/content-writer-755f88f97b-27dhl                                Container started
marketing                 8m1s        Normal    Pulled                    pod/content-writer-755f88f97b-27dhl                                Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
marketing                 8m1s        Normal    Created                   pod/content-writer-755f88f97b-27dhl                                Container created
marketing                 8m1s        Normal    Started                   pod/content-writer-755f88f97b-27dhl                                Container started
envoy-gateway-system      8m1s        Warning   FailedPreStopHook         pod/envoy-default-greenops-aigw-dac3126f-54f887cbf5-qdr9l          PreStopHook failed
default                   8m          Normal    Scheduled                 pod/quality-eval-marketing-content-quality-c8233ec926-8c9df        Successfully assigned default/quality-eval-marketing-content-quality-c8233ec926-8c9df to greenops-control-plane
default                   8m          Normal    SuccessfulCreate          job/quality-eval-legal-contract-quality-e71c6487ec                 Created pod: quality-eval-legal-contract-quality-e71c6487ec-b7fx9
default                   8m          Normal    SuccessfulCreate          job/quality-eval-marketing-content-quality-c8233ec926              Created pod: quality-eval-marketing-content-quality-c8233ec926-8c9df
default                   8m          Normal    Scheduled                 pod/quality-eval-legal-contract-quality-e71c6487ec-b7fx9           Successfully assigned default/quality-eval-legal-contract-quality-e71c6487ec-b7fx9 to greenops-control-plane
default                   8m          Normal    Scheduled                 pod/quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw               Successfully assigned default/quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw to greenops-control-plane
default                   8m          Normal    SuccessfulCreate          job/quality-eval-finance-risk-assistant-quality-6ce09ddfb0         Created pod: quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p
default                   8m          Normal    SuccessfulCreate          job/quality-eval-rh-chatbot-quality-55067fdfd1                     Created pod: quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw
default                   8m          Normal    Scheduled                 pod/quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p   Successfully assigned default/quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p to greenops-control-plane
default                   7m59s       Warning   QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate pending for legal/contract-review: 13 missing/insufficient signal(s)
default                   7m59s       Warning   QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate pending for marketing/content-writer: 13 missing/insufficient signal(s)
default                   7m59s       Normal    Pulled                    pod/quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p   Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   7m59s       Normal    Created                   pod/quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p   Container created
default                   7m59s       Warning   QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate pending for rh/chatbot-rh: 13 missing/insufficient signal(s)
default                   7m59s       Normal    Pulled                    pod/quality-eval-legal-contract-quality-e71c6487ec-b7fx9           Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   7m59s       Normal    Created                   pod/quality-eval-legal-contract-quality-e71c6487ec-b7fx9           Container created
default                   7m59s       Normal    Created                   pod/quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw               Container created
default                   7m59s       Normal    Pulled                    pod/quality-eval-marketing-content-quality-c8233ec926-8c9df        Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   7m59s       Normal    Created                   pod/quality-eval-marketing-content-quality-c8233ec926-8c9df        Container created
default                   7m59s       Normal    Pulled                    pod/quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw               Container image "ghcr.io/ihsenalaya/ai-sovereign-finops-operator:0.5.2" already present on machine and can be accessed by the pod
default                   7m58s       Normal    Started                   pod/quality-eval-marketing-content-quality-c8233ec926-8c9df        Container started
default                   7m58s       Normal    Started                   pod/quality-eval-legal-contract-quality-e71c6487ec-b7fx9           Container started
default                   7m58s       Normal    Started                   pod/quality-eval-rh-chatbot-quality-55067fdfd1-pcfsw               Container started
default                   7m58s       Normal    Started                   pod/quality-eval-finance-risk-assistant-quality-6ce09ddfb0-ksc7p   Container started
default                   7m57s       Warning   QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate pending for rh/chatbot-rh: 11 missing/insufficient signal(s)
default                   7m57s       Warning   QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate pending for finance/risk-assistant: 13 missing/insufficient signal(s)
default                   7m56s       Warning   QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate pending for legal/contract-review: 11 missing/insufficient signal(s)
default                   7m56s       Warning   QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate pending for marketing/content-writer: 11 missing/insufficient signal(s)
default                   7m54s       Normal    Completed                 job/quality-eval-rh-chatbot-quality-55067fdfd1                     Job completed
default                   7m54s       Warning   QualityGateEvaluated      aiqualitygate/rh-chatbot-quality                                   quality gate pending for rh/chatbot-rh: 8 missing/insufficient signal(s)
default                   7m53s       Warning   QualityGateEvaluated      aiqualitygate/finance-risk-assistant-quality                       quality gate pending for finance/risk-assistant: 8 missing/insufficient signal(s)
default                   7m53s       Normal    Completed                 job/quality-eval-finance-risk-assistant-quality-6ce09ddfb0         Job completed
default                   7m52s       Normal    Completed                 job/quality-eval-legal-contract-quality-e71c6487ec                 Job completed
default                   7m52s       Normal    Completed                 job/quality-eval-marketing-content-quality-c8233ec926              Job completed
default                   7m52s       Warning   QualityGateEvaluated      aiqualitygate/marketing-content-quality                            quality gate pending for marketing/content-writer: 8 missing/insufficient signal(s)
default                   7m52s       Warning   QualityGateEvaluated      aiqualitygate/legal-contract-quality                               quality gate pending for legal/contract-review: 8 missing/insufficient signal(s)
greenops-system           7m10s       Normal    ScalingReplicaSet         deployment/demo-prometheus                                         Scaled up replica set demo-prometheus-7fc44f9f78 from 0 to 1
greenops-system           7m10s       Normal    SuccessfulCreate          replicaset/demo-prometheus-7fc44f9f78                              Created pod: demo-prometheus-7fc44f9f78-h9vsn
greenops-system           7m10s       Normal    Scheduled                 pod/demo-prometheus-7fc44f9f78-h9vsn                               Successfully assigned greenops-system/demo-prometheus-7fc44f9f78-h9vsn to greenops-control-plane
greenops-system           7m10s       Normal    ScalingReplicaSet         deployment/demo-grafana                                            Scaled up replica set demo-grafana-5874d48c5 from 0 to 1
greenops-system           7m10s       Normal    SuccessfulCreate          replicaset/demo-grafana-5874d48c5                                  Created pod: demo-grafana-5874d48c5-4xd6b
greenops-system           7m10s       Normal    Scheduled                 pod/demo-grafana-5874d48c5-4xd6b                                   Successfully assigned greenops-system/demo-grafana-5874d48c5-4xd6b to greenops-control-plane
default                   7m10s       Normal    ReportGenerated           aifinopsreport/ai-report-all                                       Total cost 0.00 EUR over 13 requests
greenops-system           7m8s        Normal    Created                   pod/demo-grafana-5874d48c5-4xd6b                                   Container created
greenops-system           7m8s        Normal    Pulled                    pod/demo-grafana-5874d48c5-4xd6b                                   Container image "grafana-radar:11.2.2" already present on machine and can be accessed by the pod
greenops-system           7m8s        Normal    Pulling                   pod/demo-prometheus-7fc44f9f78-h9vsn                               Pulling image "prom/prometheus:v2.55.1"
greenops-system           7m8s        Normal    Started                   pod/demo-grafana-5874d48c5-4xd6b                                   Container started
greenops-system           6m53s       Normal    Pulled                    pod/demo-prometheus-7fc44f9f78-h9vsn                               Successfully pulled image "prom/prometheus:v2.55.1" in 15.663s (15.663s including waiting). Image size: 114286128 bytes.
greenops-system           6m52s       Normal    Started                   pod/demo-prometheus-7fc44f9f78-h9vsn                               Container started
greenops-system           6m52s       Normal    Created                   pod/demo-prometheus-7fc44f9f78-h9vsn                               Container created
kube-system               6m46s       Normal    Scheduled                 pod/tetragon-pvmjr                                                 Successfully assigned kube-system/tetragon-pvmjr to greenops-control-plane
