NAMESPACE            LAST SEEN   TYPE      REASON                         OBJECT                                                  MESSAGE
kube-system          35m         Normal    LeaderElection                 lease/kube-scheduler                                    ai-platform-control-plane_d67abc90-824f-48d8-89a2-543c990fe0f8 became leader
kube-system          35m         Normal    LeaderElection                 lease/kube-controller-manager                           ai-platform-control-plane_5b59262f-bd89-4152-a37f-520627c9ac2c became leader
default              35m         Normal    RegisteredNode                 node/ai-platform-control-plane                          Node ai-platform-control-plane event: Registered Node ai-platform-control-plane in Controller
ai-platform          21m         Normal    Killing                        pod/attestation-scheduler-77cb5fd6f5-44d6r              Container attestation-scheduler failed liveness probe, will be restarted
ai-platform          34m         Warning   Unhealthy                      pod/governance-operator-694998d56f-wv9vv                Liveness probe failed: Get "http://10.244.0.8:8081/healthz": dial tcp 10.244.0.8:8081: connect: connection refused
kube-system          30m         Normal    LeaderElection                 lease/kube-scheduler                                    ai-platform-control-plane_d67abc90-824f-48d8-89a2-543c990fe0f8 stopped leading
kube-system          30m         Warning   Unhealthy                      pod/kube-controller-manager-ai-platform-control-plane   Liveness probe failed: Get "https://127.0.0.1:10257/healthz": http2: server sent GOAWAY and closed the connection; LastStreamID=1, ErrCode=NO_ERROR, debug=""
kube-system          28m         Warning   Unhealthy                      pod/kube-controller-manager-ai-platform-control-plane   Liveness probe failed: Get "https://127.0.0.1:10257/healthz": dial tcp 127.0.0.1:10257: connect: connection refused
kube-system          26m         Warning   Unhealthy                      pod/kube-scheduler-ai-platform-control-plane            Liveness probe failed: Get "https://127.0.0.1:10259/livez": dial tcp 127.0.0.1:10259: connect: connection refused
kube-system          30m         Warning   Unhealthy                      pod/kube-controller-manager-ai-platform-control-plane   Startup probe failed: Get "https://127.0.0.1:10257/healthz": dial tcp 127.0.0.1:10257: connect: connection refused
kube-system          30m         Normal    LeaderElection                 lease/kube-scheduler                                    ai-platform-control-plane_0f9c8df9-ecd6-4fb3-9fe3-88db6bf4599b became leader
kube-system          29m         Normal    LeaderElection                 lease/kube-controller-manager                           ai-platform-control-plane_4471ac91-803c-447e-a214-a500ca344241 became leader
default              29m         Normal    RegisteredNode                 node/ai-platform-control-plane                          Node ai-platform-control-plane event: Registered Node ai-platform-control-plane in Controller
ai-platform          28m         Warning   Unhealthy                      pod/platform-api-76766bbd4f-jrrgh                       Liveness probe failed: Get "http://10.244.0.4:8083/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
ai-platform          29m         Warning   Unhealthy                      pod/platform-ui-6784956d-5hfv4                          Readiness probe failed: Get "http://10.244.0.10:8080/": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
ai-platform          28m         Warning   Unhealthy                      pod/key-release-gateway-65b545c5fc-ppvlj                Liveness probe failed: Get "http://10.244.0.2:8082/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
kube-system          27m         Normal    LeaderElection                 lease/kube-controller-manager                           ai-platform-control-plane_62c93066-c0e2-4fef-8ff0-97623e6640f8 became leader
default              27m         Normal    RegisteredNode                 node/ai-platform-control-plane                          Node ai-platform-control-plane event: Registered Node ai-platform-control-plane in Controller
kube-system          26m         Warning   Unhealthy                      pod/kube-controller-manager-ai-platform-control-plane   Liveness probe failed: Get "https://127.0.0.1:10257/healthz": read tcp 127.0.0.1:47880->127.0.0.1:10257: read: connection reset by peer
kube-system          25m         Normal    LeaderElection                 lease/kube-scheduler                                    ai-platform-control-plane_e0e5625a-144e-4ee4-817f-dfcfc8ef7835 became leader
kube-system          24m         Normal    LeaderElection                 lease/kube-controller-manager                           ai-platform-control-plane_cc03134c-8dd6-4721-b30a-335f4f23dbbb became leader
default              24m         Normal    RegisteredNode                 node/ai-platform-control-plane                          Node ai-platform-control-plane event: Registered Node ai-platform-control-plane in Controller
ai-platform          15m         Normal    ScalingReplicaSet              deployment/attestation-scheduler                        Scaled down replica set attestation-scheduler-79cf9998c8 from 1 to 0
ai-platform          15m         Normal    SuccessfulDelete               replicaset/attestation-scheduler-79cf9998c8             Deleted pod: attestation-scheduler-79cf9998c8-87n5s
ai-platform          15m         Normal    SuccessfulCreate               job/thesis-bench                                        Created pod: thesis-bench-5v4jx
ai-platform          15m         Normal    Scheduled                      pod/thesis-bench-5v4jx                                  Successfully assigned ai-platform/thesis-bench-5v4jx to ai-platform-control-plane
