NAMESPACE            LAST SEEN   TYPE      REASON                    OBJECT                                                           MESSAGE
kube-system          44s         Warning   Unhealthy                 pod/calico-node-blglx                                            Readiness probe failed: calico/node is not ready: BIRD is not ready: error querying BIRD: unable to connect to BIRDv4 socket: dial unix /var/run/bird/bird.ctl: connect: no such file or directory
kube-system          43s         Warning   Unhealthy                 pod/calico-node-c2jhk                                            Readiness probe failed: calico/node is not ready: BIRD is not ready: error querying BIRD: unable to connect to BIRDv4 socket: dial unix /var/run/bird/bird.ctl: connect: no such file or directory
default              42s         Normal    NodeReady                 node/article3-performance-worker3                                Node article3-performance-worker3 status is now: NodeReady
kube-system          41s         Normal    Scheduled                 pod/coredns-7d764666f9-d44n9                                     Successfully assigned kube-system/coredns-7d764666f9-d44n9 to article3-performance-worker3
local-path-storage   41s         Normal    Scheduled                 pod/local-path-provisioner-67b8995b4b-7hc8p                      Successfully assigned local-path-storage/local-path-provisioner-67b8995b4b-7hc8p to article3-performance-worker3
kube-system          41s         Normal    Scheduled                 pod/calico-kube-controllers-77bdb5dddb-mnzxq                     Successfully assigned kube-system/calico-kube-controllers-77bdb5dddb-mnzxq to article3-performance-worker3
kube-system          41s         Normal    Scheduled                 pod/coredns-7d764666f9-j5lb8                                     Successfully assigned kube-system/coredns-7d764666f9-j5lb8 to article3-performance-worker3
default              40s         Normal    NodeReady                 node/article3-performance-control-plane                          Node article3-performance-control-plane status is now: NodeReady
default              40s         Normal    NodeReady                 node/article3-performance-worker                                 Node article3-performance-worker status is now: NodeReady
default              40s         Normal    NodeReady                 node/article3-performance-worker2                                Node article3-performance-worker2 status is now: NodeReady
kube-system          39s         Normal    Created                   pod/calico-kube-controllers-77bdb5dddb-mnzxq                     Container created
kube-system          39s         Normal    Pulled                    pod/coredns-7d764666f9-d44n9                                     Container image "registry.k8s.io/coredns/coredns:v1.13.1" already present on machine and can be accessed by the pod
local-path-storage   39s         Normal    Pulled                    pod/local-path-provisioner-67b8995b4b-7hc8p                      Container image "docker.io/kindest/local-path-provisioner:v20251212-v0.29.0-alpha-105-g20ccfc88" already present on machine and can be accessed by the pod
kube-system          39s         Normal    Pulled                    pod/calico-kube-controllers-77bdb5dddb-mnzxq                     Container image "quay.io/calico/kube-controllers@sha256:18008f781c869376dbbc4dfb1ffe3afb46f7897887d4f20e080c420ac44a6612" already present on machine and can be accessed by the pod
kube-system          39s         Normal    Pulled                    pod/coredns-7d764666f9-j5lb8                                     Container image "registry.k8s.io/coredns/coredns:v1.13.1" already present on machine and can be accessed by the pod
kube-system          39s         Normal    Started                   pod/calico-kube-controllers-77bdb5dddb-mnzxq                     Container started
kube-system          36s         Normal    Created                   pod/coredns-7d764666f9-j5lb8                                     Container created
kube-system          36s         Normal    Started                   pod/coredns-7d764666f9-j5lb8                                     Container started
kube-system          36s         Normal    Started                   pod/coredns-7d764666f9-d44n9                                     Container started
kube-system          36s         Normal    Created                   pod/coredns-7d764666f9-d44n9                                     Container created
local-path-storage   35s         Normal    Started                   pod/local-path-provisioner-67b8995b4b-7hc8p                      Container started
local-path-storage   35s         Normal    Created                   pod/local-path-provisioner-67b8995b4b-7hc8p                      Container created
article3-cni-check   23s         Normal    Scheduled                 pod/server                                                       Successfully assigned article3-cni-check/server to article3-performance-worker
article3-cni-check   22s         Normal    Scheduled                 pod/client                                                       Successfully assigned article3-cni-check/client to article3-performance-worker2
article3-cni-check   21s         Normal    Pulling                   pod/server                                                       Pulling image "docker.io/library/busybox@sha256:9532d8c39891ca2ecde4d30d7710e01fb739c87a8b9299685c63704296b16028"
article3-cni-check   20s         Normal    Pulling                   pod/client                                                       Pulling image "docker.io/library/busybox@sha256:9532d8c39891ca2ecde4d30d7710e01fb739c87a8b9299685c63704296b16028"
article3-cni-check   12s         Normal    Created                   pod/client                                                       Container created
article3-cni-check   12s         Normal    Pulled                    pod/client                                                       Successfully pulled image "docker.io/library/busybox@sha256:9532d8c39891ca2ecde4d30d7710e01fb739c87a8b9299685c63704296b16028" in 8.389s (8.389s including waiting). Image size: 2222111 bytes.
article3-cni-check   11s         Normal    Started                   pod/server                                                       Container started
article3-cni-check   11s         Normal    Started                   pod/client                                                       Container started
article3-cni-check   11s         Normal    Pulled                    pod/server                                                       Successfully pulled image "docker.io/library/busybox@sha256:9532d8c39891ca2ecde4d30d7710e01fb739c87a8b9299685c63704296b16028" in 9.882s (9.882s including waiting). Image size: 2222111 bytes.
article3-cni-check   11s         Normal    Created                   pod/server                                                       Container created
