timestamp,env,run_id,warmup,baseline,scheduler,node,success,admission_latency_ms,prefilter_latency_ms,filter_latency_ms,score_latency_ms,permit_wait_ms,prebind_latency_ms,bind_latency_ms,scheduler_total_latency_ms,pod_pending_duration_ms,pod_admission_to_running_ms,scheduler_cpu_millicores,scheduler_memory_mib,raw_log_path
2026-07-06T07:01:51Z,aks-real-sevsnp,B4-19,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2437,,,,,,,1475,7082,6280,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-019-080135.log
2026-07-06T07:02:06Z,aks-real-sevsnp,B4-20,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2488,,,,,,,932,6617,5335,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-020-080152.log
2026-07-06T07:02:22Z,aks-real-sevsnp,B4-21,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2540,,,,,,,1321,7036,5523,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-021-080207.log
2026-07-06T07:02:37Z,aks-real-sevsnp,B4-22,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2749,,,,,,,1112,6847,5213,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-022-080223.log
2026-07-06T07:02:53Z,aks-real-sevsnp,B4-23,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2564,,,,,,,1114,6546,5440,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-023-080239.log
2026-07-06T07:03:08Z,aks-real-sevsnp,B4-24,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2949,,,,,,,1005,6399,4528,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-024-080254.log
2026-07-06T07:03:23Z,aks-real-sevsnp,B4-25,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2547,,,,,,,957,6073,4681,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-025-080310.log
2026-07-06T07:03:38Z,aks-real-sevsnp,B4-26,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2577,,,,,,,1140,6891,5432,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-026-080325.log
2026-07-06T07:03:53Z,aks-real-sevsnp,B4-27,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2766,,,,,,,1050,6510,5018,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-027-080340.log
2026-07-06T07:04:10Z,aks-real-sevsnp,B4-28,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2883,,,,,,,1104,7019,5662,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-028-080355.log
2026-07-06T07:04:25Z,aks-real-sevsnp,B4-29,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2937,,,,,,,1219,6988,5460,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-029-080411.log
2026-07-06T07:04:40Z,aks-real-sevsnp,B4-30,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2094,,,,,,,951,5785,4957,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-030-080426.log
2026-07-06T07:04:56Z,aks-real-sevsnp,B4-31,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2757,,,,,,,1234,7364,5900,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-031-080441.log
2026-07-06T07:05:11Z,aks-real-sevsnp,B4-32,false,B4,default-scheduler,aks-conf-12838440-vmss000006,success,2423,,,,,,,1031,5956,4500,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b4-032-080458.log
2026-07-06T07:05:25Z,aks-real-sevsnp,B5-1,true,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2613,85.028,49.145,0.003,0.0,21.902,9.862,220.533,3845,2456,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-001-080512.log
2026-07-06T07:05:40Z,aks-real-sevsnp,B5-2,true,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2570,25.126,58.681,0.004,0.0,22.987,9.639,187.444,3735,2339,1.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-002-080527.log
2026-07-06T07:05:56Z,aks-real-sevsnp,B5-3,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2357,26.67,131.802,0.004,0.0,21.562,10.196,239.254,3562,2343,2.0,15.0,article1/results/raw/aks/performance-b1-b5/b5-003-080541.log
2026-07-06T07:06:13Z,aks-real-sevsnp,B5-4,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2665,84.978,54.64,0.003,0.0,30.912,8.453,231.524,3909,4712,2.0,15.0,article1/results/raw/aks/performance-b1-b5/b5-004-080557.log
2026-07-06T07:06:28Z,aks-real-sevsnp,B5-5,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2409,76.584,54.043,0.003,0.0,23.688,12.013,225.151,3504,2727,2.0,15.0,article1/results/raw/aks/performance-b1-b5/b5-005-080614.log
2026-07-06T07:06:46Z,aks-real-sevsnp,B5-6,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2515,17.008,132.744,0.004,0.0,30.387,18.531,258.829,3544,2346,2.0,15.0,article1/results/raw/aks/performance-b1-b5/b5-006-080629.log
2026-07-06T07:07:01Z,aks-real-sevsnp,B5-7,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2285,19.907,55.621,0.008,0.0,31.532,11.21,194.284,3282,2005,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-007-080647.log
2026-07-06T07:07:16Z,aks-real-sevsnp,B5-8,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2692,32.625,65.369,0.006,0.0,24.342,9.476,184.986,3706,2118,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-008-080702.log
2026-07-06T07:07:30Z,aks-real-sevsnp,B5-9,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2865,83.643,55.295,0.003,0.0,34.433,7.589,243.173,4088,2416,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-009-080717.log
2026-07-06T07:07:46Z,aks-real-sevsnp,B5-10,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2356,81.338,52.526,0.003,0.0,23.031,11.434,222.679,3601,2589,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-010-080731.log
2026-07-06T07:08:01Z,aks-real-sevsnp,B5-11,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2572,25.215,42.857,0.007,0.0,24.205,9.611,171.318,3998,2647,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-011-080747.log
2026-07-06T07:08:15Z,aks-real-sevsnp,B5-12,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2313,83.232,51.132,0.003,0.0,27.297,8.084,228.43,3591,2566,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-012-080802.log
2026-07-06T07:08:31Z,aks-real-sevsnp,B5-13,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2848,26.321,46.44,0.003,0.0,26.825,8.161,185.197,4272,2861,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-013-080816.log
2026-07-06T07:08:48Z,aks-real-sevsnp,B5-14,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2621,17.285,48.136,0.04,0.0,23.544,8.888,159.526,3859,2687,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-014-080832.log
2026-07-06T07:09:05Z,aks-real-sevsnp,B5-15,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2515,17.898,43.143,0.003,0.0,32.905,8.133,154.049,3651,2620,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-015-080849.log
2026-07-06T07:09:20Z,aks-real-sevsnp,B5-16,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2942,16.427,55.413,0.003,0.0,31.99,12.504,169.34,4108,2633,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-016-080906.log
2026-07-06T07:09:37Z,aks-real-sevsnp,B5-17,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2530,77.828,47.335,0.004,0.0,22.796,8.856,211.191,3767,2359,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-017-080921.log
2026-07-06T07:09:52Z,aks-real-sevsnp,B5-18,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2866,82.009,50.444,0.004,0.0,24.81,12.119,218.335,4012,2516,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-018-080938.log
2026-07-06T07:10:06Z,aks-real-sevsnp,B5-19,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2285,18.342,55.794,0.005,0.0,28.682,9.619,182.724,3317,2225,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-019-080953.log
2026-07-06T07:10:24Z,aks-real-sevsnp,B5-20,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,3759,81.271,48.668,0.004,0.0,22.631,11.237,214.343,5051,3475,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-020-081008.log
2026-07-06T07:10:39Z,aks-real-sevsnp,B5-21,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2551,87.068,45.031,0.003,0.0,32.316,7.265,224.3,3614,2455,2.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-021-081025.log
2026-07-06T07:10:54Z,aks-real-sevsnp,B5-22,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2758,16.299,48.427,0.003,0.0,22.664,10.207,147.592,4001,2361,3.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-022-081041.log
2026-07-06T07:11:08Z,aks-real-sevsnp,B5-23,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2441,14.933,47.297,0.008,0.0,25.568,9.235,153.5,3753,2402,3.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-023-081055.log
2026-07-06T07:11:24Z,aks-real-sevsnp,B5-24,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2372,14.248,48.548,0.002,0.0,26.398,7.792,148.294,3527,2203,3.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-024-081110.log
2026-07-06T07:11:39Z,aks-real-sevsnp,B5-25,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2297,88.307,59.141,0.003,0.0,29.946,17.513,256.258,3252,2399,3.0,17.0,article1/results/raw/aks/performance-b1-b5/b5-025-081125.log
2026-07-06T07:11:58Z,aks-real-sevsnp,B5-26,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2879,84.102,48.69,0.002,0.0,27.98,10.586,238.713,4696,3501,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-026-081141.log
2026-07-06T07:12:13Z,aks-real-sevsnp,B5-27,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2794,88.138,45.47,0.005,0.0,26.039,8.508,255.104,3836,2378,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-027-081159.log
2026-07-06T07:12:29Z,aks-real-sevsnp,B5-28,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2966,16.067,46.663,0.002,0.0,25.55,10.061,150.641,4118,2348,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-028-081214.log
2026-07-06T07:12:47Z,aks-real-sevsnp,B5-29,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2817,83.643,50.762,0.004,0.0,28.405,11.132,235.996,4146,2917,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-029-081230.log
2026-07-06T07:13:01Z,aks-real-sevsnp,B5-30,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2596,81.81,59.031,0.004,0.0,52.658,9.217,275.063,3764,2508,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-030-081248.log
2026-07-06T07:13:15Z,aks-real-sevsnp,B5-31,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000005,success,2425,15.352,44.977,0.003,0.0,32.836,9.14,156.586,3459,2193,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-031-081303.log
2026-07-06T07:13:29Z,aks-real-sevsnp,B5-32,false,B5,ai-attestation-scheduler,aks-conf-12838440-vmss000000,success,2548,85.59,45.386,0.004,0.0,21.636,9.755,218.121,3567,1984,2.0,14.0,article1/results/raw/aks/performance-b1-b5/b5-032-081316.log
